Machine_ID,Client_Name,Operating_Hours,Temperature_C,Vibration_mm_s,Pressure_PSI,Last_Service_Days,Failure_in_Next_30_Days
M-2721,Gamma Solutions,7789,73.37955554145026,0.1467730764731295,117.65099889756598,26,0
M-2722,Alpha Corp,5717,64.07759155187185,0.07052740311639596,121.89358057755803,270,0
M-2723,Alpha Corp,3198,79.7571337766925,0.17750518249871722,129.35637986925295,82,0
M-2724,Delta Mfg,5374,70.00755507454596,0.3108038637453662,97.62180686681425,358,0
M-2725,Beta Industries,4790,76.85857818608419,1.052303862649246,104.62408275457965,185,0
M-2726,Alpha Corp,7183,48.462694262085385,2.8370710905797543,81.57748448626684,288,0
M-2727,Gamma Solutions,2524,74.46981717009852,0.40307917129743964,150.0,62,0
M-2728,Epsilon Tech,9277,63.6141417485497,4.103795390243775,107.75622027023935,30,1
M-2729,Epsilon Tech,2479,86.5330963717853,4.648572618396201,125.58091849872368,31,0
M-2730,Epsilon Tech,9885,76.23087347889096,4.787788805679338,91.42758283496812,293,0
M-2731,Delta Mfg,5154,72.39857745849297,2.7261951169486878,124.94582638464514,173,0
M-2732,Gamma Solutions,778,74.86309993350221,0.6784224905817523,137.863863149745,102,0
M-2733,Alpha Corp,9777,60.01559147123282,0.1131911864358802,109.09578876458028,128,0
M-2734,Gamma Solutions,1492,86.23256690528054,1.2618400520217834,94.83677755115598,86,0
M-2735,Delta Mfg,660,89.91370418416905,1.2269824724330034,107.91805398581695,315,0
M-2736,Delta Mfg,1348,73.92913510548216,2.845437667997102,80.0,28,0
M-2737,Beta Industries,9491,85.90403568573639,8.278839230003939,109.43169948467236,122,0
M-2738,Gamma Solutions,7851,64.30851801327466,1.0643945135921413,122.31450708969494,251,0
M-2739,Epsilon Tech,7156,62.02886433775019,0.635147384464584,109.46363533439728,61,0
M-2740,Delta Mfg,2044,70.40924748728924,0.3085112591926691,105.73790667966549,171,0
M-2741,Delta Mfg,7368,74.34941038367899,0.0072170714545139805,117.9135217416805,272,0
M-2742,Beta Industries,3516,66.0601331875688,1.0673140963959642,119.06037270424329,325,0
M-2743,Epsilon Tech,9250,75.37768190368483,1.2162708296122078,85.10141656242226,300,0
M-2744,Delta Mfg,9168,73.06389482073413,2.613926734402674,111.33234443418182,113,0
M-2745,Alpha Corp,4577,60.01693224708945,1.0535149066010183,146.53977686343865,194,1
M-2746,Epsilon Tech,727,75.1879301745172,3.7237944915871224,89.97475631527963,19,0
M-2747,Gamma Solutions,7468,78.63528242521521,1.4836287739138185,108.718717507504,340,1
M-2748,Beta Industries,342,71.7146931759039,2.752027745784442,139.12619183077555,93,0
M-2749,Alpha Corp,1447,81.52648103261693,0.2407844455705709,126.56262734815513,217,0
M-2750,Alpha Corp,6581,57.82596206503048,2.900013551435568,102.29904978835907,179,0
M-2751,Gamma Solutions,6317,74.67950422131852,1.6865592355493289,113.09203069433906,191,0
M-2752,Beta Industries,526,58.29719293603225,0.27991556937961115,109.96832480022765,163,0
M-2753,Delta Mfg,6748,58.85918641766912,0.3156437555816306,98.77892293517499,100,0
M-2754,Beta Industries,405,63.6906916626221,3.9157174427537584,108.88621838760376,187,0
M-2755,Delta Mfg,7986,60.57939816425755,0.04911854439295078,105.80050800790207,295,0
M-2756,Gamma Solutions,9765,64.52004181258862,0.9313372978144812,111.69123407115124,67,1
M-2757,Gamma Solutions,3740,67.85849689288811,0.5641695902288317,98.7742522896345,73,0
M-2758,Alpha Corp,1846,78.37154486331384,1.6407839070810581,90.85072699633008,232,0
M-2759,Alpha Corp,1478,66.78840961294297,2.7454017219090465,109.38078839911444,189,1
M-2760,Alpha Corp,771,54.14374293230407,0.6703171382407136,135.7267732726817,50,0
M-2761,Gamma Solutions,5525,81.4006784649516,0.8350480493890804,111.23304389394195,309,0
M-2762,Delta Mfg,8770,61.629098663849604,6.019239589330136,105.02609331602682,302,1
M-2763,Gamma Solutions,193,69.41279572895371,2.29813562507732,121.31128707557748,308,0
M-2764,Gamma Solutions,2007,74.46536506940711,3.4125151663948086,107.62520581106932,124,0
M-2765,Alpha Corp,1185,71.99610418402783,0.8664159212284057,138.02049387438666,157,0
M-2766,Beta Industries,2394,80.94179547521476,0.4000088957974376,109.94131236057382,261,0
M-2767,Alpha Corp,9984,74.7900314339276,0.7961942344716544,120.50745594737245,195,1
M-2768,Beta Industries,9302,61.38690420302892,1.888657121316922,98.68093426410091,330,0
M-2769,Delta Mfg,4005,91.78562173991662,0.17384103959823216,117.54633880004994,351,1
M-2770,Delta Mfg,7429,71.94333463338234,0.4730303427537843,114.12640215415631,331,0
M-2771,Epsilon Tech,2261,68.52659773378494,0.07163758817099863,109.15240813011188,256,0
M-2772,Epsilon Tech,3736,79.63925423055571,0.8493693946880718,102.4736335824542,200,0
M-2773,Epsilon Tech,6716,72.49450945930072,2.6355652769212976,100.42954751521438,68,0
M-2774,Delta Mfg,4875,73.99228192939327,0.0374593985726315,114.23528995969478,80,0
M-2775,Alpha Corp,8921,94.92183998600687,1.6873890893367167,119.43408664544711,233,1
M-2776,Alpha Corp,4378,67.24878571744954,4.043349846984499,108.09255805558803,186,0
M-2777,Alpha Corp,7815,66.82239105982605,0.40560405946493094,114.30901893681188,105,0
M-2778,Gamma Solutions,3451,71.16578512012464,1.7744663362916988,109.43127982800846,325,1
M-2779,Epsilon Tech,7616,80.71515935581039,5.539445741747814,111.47789037358082,142,0
M-2780,Alpha Corp,9836,54.934659698096006,4.916270092469897,106.99332525984163,272,0
M-2781,Epsilon Tech,2800,50.34444108523495,0.4016803369605029,110.26958869052463,343,0
M-2782,Epsilon Tech,8333,64.12884729379853,0.15859263034306909,150.0,124,0
M-2783,Gamma Solutions,5410,53.66077040940713,0.24075063659806167,114.67451448211138,223,0
M-2784,Delta Mfg,1455,65.75168652474362,1.8161722388003896,119.67945437646564,174,0
M-2785,Alpha Corp,6892,75.0249969612929,1.9406213144816464,116.57035407992146,191,0
M-2786,Gamma Solutions,5808,61.09251136447737,1.6823757152887158,106.0577476505441,140,0
M-2787,Delta Mfg,6796,55.731734232186575,0.6143867854549151,129.40983819937503,297,0
M-2788,Delta Mfg,4796,70.69337161715347,0.27909130052730574,105.63254344360487,119,0
M-2789,Alpha Corp,5093,78.6254348461517,1.303971502924431,125.82581823413827,275,0
M-2790,Epsilon Tech,1325,53.050265614833876,0.9915441210229349,104.98689502900326,76,0
M-2791,Beta Industries,4976,78.20232398305984,1.9575369630919686,95.60041221283939,109,0
M-2792,Epsilon Tech,9405,78.17306203738326,0.8733752419447122,115.4809431235429,119,0
M-2793,Epsilon Tech,1159,79.54085102156628,0.6201847445892479,93.4299746584684,258,0
M-2794,Beta Industries,4650,82.18480214871687,0.5211026326617012,118.03460337524913,20,0
M-2795,Delta Mfg,4987,92.02013924659616,0.35637784838979186,92.08762015863024,119,0
M-2796,Beta Industries,4697,66.43907951380945,0.46335116028177914,105.2148795429072,351,0
M-2797,Beta Industries,340,71.09571580077858,0.14944948865807878,88.52405455212887,137,0
M-2798,Gamma Solutions,3828,65.83561566751975,0.6389388016993205,150.0,277,1
M-2799,Gamma Solutions,1968,70.0197684475581,0.05588287619693848,85.19060660575528,255,0
M-2800,Gamma Solutions,703,85.32873355636312,0.3094551810253767,110.14720610594607,264,0
M-2801,Delta Mfg,5482,56.54985516069331,2.0601883021692187,127.14956411495021,167,0
M-2802,Beta Industries,6376,61.38950327834424,0.5906064414496014,125.54578862880538,165,0
M-2803,Alpha Corp,1800,83.77180936504561,1.655001707364823,122.77013183259706,29,0
M-2804,Beta Industries,5463,80.2003650690209,1.8928487873409043,105.24157417667787,35,0
M-2805,Delta Mfg,4912,66.36868353182922,1.3054902035194529,130.26633419505504,237,0
M-2806,Gamma Solutions,4648,78.5440200112072,4.780257138032053,123.70086636203274,294,0
M-2807,Delta Mfg,855,73.41215842492034,0.03250955907354486,113.18449426490714,90,0
M-2808,Gamma Solutions,2866,85.00274609000988,2.0128573736767446,113.60871136589888,203,0
M-2809,Delta Mfg,182,70.74509593826772,4.78348934843508,105.44116028576941,228,0
M-2810,Alpha Corp,3112,80.25632113872582,2.9737088823615965,96.35521961250443,68,0
M-2811,Gamma Solutions,5670,96.4201191049262,0.2756908054226182,128.55726463218073,131,0
M-2812,Gamma Solutions,4492,75.98099155047466,0.5936144713395723,129.683119904023,111,0
M-2813,Beta Industries,5823,70.49328165794843,0.28393196081908495,96.73836288455118,12,0
M-2814,Delta Mfg,1517,77.2244698522098,1.3793505037937923,107.69322252280712,288,0
M-2815,Epsilon Tech,5002,66.34719141796116,1.8681715907461067,107.84865175311606,175,0
M-2816,Epsilon Tech,1356,93.87967705524733,0.572052649645235,109.51016144389536,319,0
M-2817,Beta Industries,3629,71.80071037695981,1.1631850487126394,110.96442317881373,154,0
M-2818,Delta Mfg,3628,67.27066679774487,1.7612354704973034,124.2029219246927,43,0
M-2819,Alpha Corp,8210,61.64310994979964,0.8205598144704759,98.79174037269884,363,0
M-2820,Beta Industries,6132,80.97220191606439,2.8863825538716084,97.3047951273101,205,0
M-2821,Gamma Solutions,9324,78.6718741282774,2.2146564415599173,128.54929613214463,172,1
M-2822,Alpha Corp,6588,65.02645628585907,0.10027665981554575,103.06032887178053,294,0
M-2823,Delta Mfg,3311,75.76451345122423,1.4558245995340557,91.054469696344,285,0
M-2824,Gamma Solutions,6048,54.91444031787144,0.4024576388110923,102.72305086850194,311,0
M-2825,Epsilon Tech,6246,71.84970575073156,1.2230341372054077,105.04920897134,52,0
M-2826,Delta Mfg,987,74.52756352076695,4.715946248177223,133.32444091588647,115,1
M-2827,Gamma Solutions,3321,87.07329809559224,3.168715948561271,123.87239318565106,19,0
M-2828,Delta Mfg,4615,62.291811972713106,0.7775721535195907,127.21280924948363,35,0
M-2829,Gamma Solutions,8365,57.216473711976754,0.516937170242644,122.29960463520179,48,0
M-2830,Delta Mfg,3741,61.04572039074958,0.4006544130256877,124.19365507422971,233,0
M-2831,Epsilon Tech,3052,56.634314996850804,1.1405816065875989,99.67876810129523,219,0
M-2832,Beta Industries,6574,83.36657357758983,0.1819781834804166,107.02096766969774,110,0
M-2833,Gamma Solutions,726,85.48639295024037,1.1953468493813904,95.15127030464677,254,1
M-2834,Gamma Solutions,3760,73.20216577948828,0.0020017943690959074,106.8426795419445,188,0
M-2835,Epsilon Tech,5806,82.21294945685148,0.5870096819252083,120.26157486402111,31,0
M-2836,Beta Industries,1875,71.33958380580235,0.37256572470975313,112.0187492721837,259,0
M-2837,Delta Mfg,6993,69.04888352299234,5.3220488009379014,129.67221228440442,163,1
M-2838,Gamma Solutions,4033,66.66962380946238,1.948757243152919,92.87876311659171,344,0
M-2839,Beta Industries,5443,66.89609008622435,0.6453746960972333,117.5035752604736,308,0
M-2840,Delta Mfg,989,54.52198443690969,0.1461630687005161,91.27545797196022,71,0
M-2841,Gamma Solutions,3744,72.64254763607339,1.0909887946442947,111.41264703760463,307,0
M-2842,Gamma Solutions,8611,69.59666089785956,0.3601444381322474,121.10500133834718,56,0
M-2843,Delta Mfg,593,77.45360724077875,1.1531953514901876,106.7824614976367,99,0
M-2844,Epsilon Tech,1774,70.9352349643861,2.7060124589207972,118.26689906130434,21,0
M-2845,Beta Industries,935,68.37296298430908,1.434858965044302,95.604014977506,108,0
M-2846,Gamma Solutions,3808,61.288069699923696,1.5068160359022045,85.04465032705426,53,0
M-2847,Delta Mfg,331,70.72153236821761,1.1681565905138638,118.35544433731705,6,0
M-2848,Gamma Solutions,7922,77.38237230816162,3.9314119163284147,136.160153511136,231,0
M-2849,Delta Mfg,2702,58.566610089161394,4.030226228112539,95.05932589745161,82,0
M-2850,Gamma Solutions,5889,70.87473753680739,1.0783844126172022,128.33291270160194,217,0
M-2851,Alpha Corp,5054,72.33042951529484,0.5474052273023,110.65135113224616,335,0
M-2852,Epsilon Tech,3868,62.819352163817356,0.9231324417155286,89.96462717460386,47,0
M-2853,Beta Industries,4200,64.12143695092,0.30972081568260096,93.02742047971756,352,0
M-2854,Epsilon Tech,201,72.30610848766214,1.5173216703220902,110.23677160040975,362,1
M-2855,Epsilon Tech,2497,58.66578981707377,1.039997803767457,103.93306568113844,241,0
M-2856,Beta Industries,1842,73.49923715249392,0.16355168082259822,90.30630534862641,178,0
M-2857,Epsilon Tech,9101,61.046456263408,0.3303113877955496,84.58941078161892,82,0
M-2858,Alpha Corp,4658,80.62853693033216,0.9798284118344756,97.29921008110242,287,0
M-2859,Delta Mfg,7544,93.378277453883,3.278390098466934,112.90713512496677,192,0
M-2860,Beta Industries,7718,61.392431982981805,1.2534171424907317,109.90398871095293,143,0
M-2861,Delta Mfg,770,75.34207862374674,1.7163640511591713,102.48143063749883,314,0
M-2862,Gamma Solutions,3155,62.732580951179806,0.6210669477134162,113.02830791437223,279,0
M-2863,Alpha Corp,1628,80.40954173797789,1.270886667440572,125.60040079794031,41,0
M-2864,Delta Mfg,386,57.34741590914785,0.8896265304841595,115.91189765651222,271,0
M-2865,Delta Mfg,6031,74.80586758427712,1.6143807745840304,108.18036992915629,87,0
M-2866,Beta Industries,6439,61.27011033110647,0.07784900553725073,123.92108009991033,3,0
M-2867,Gamma Solutions,6401,67.93015410901631,1.0197548898895608,95.60224546675558,211,0
M-2868,Beta Industries,4008,59.68974724852693,0.5264496708467845,106.62620690666972,1,0
M-2869,Gamma Solutions,2466,78.22350470895753,0.5921996661006999,106.98368096599448,75,0
M-2870,Beta Industries,2282,61.63019645560413,4.8631180969459855,91.44570112335732,231,0
M-2871,Delta Mfg,1856,75.51964259331828,0.3026140614304029,103.70188756573464,76,0
M-2872,Delta Mfg,7980,66.55901971737667,0.5593050385963849,80.0,260,0
M-2873,Alpha Corp,1998,68.85527628201137,1.0696960180548736,138.6826707149443,25,0
M-2874,Delta Mfg,5476,71.47755907400129,2.981956611486635,95.93879317345531,200,0
M-2875,Epsilon Tech,9428,62.38175328341151,0.808503536512568,133.79171197131967,94,0
M-2876,Delta Mfg,4669,72.10367113540887,2.043077589586708,110.57126758579238,352,0
M-2877,Epsilon Tech,9342,85.3033456435441,2.910814896127224,118.47296198233938,108,0
M-2878,Delta Mfg,4318,62.219052141672854,0.5566310786421218,102.66800302473602,355,0
M-2879,Epsilon Tech,7064,81.71810143273845,0.7482225200184225,113.11894537942511,95,0
M-2880,Epsilon Tech,7446,84.98097633487784,0.6613809411932434,119.75734459982654,356,1
M-2881,Delta Mfg,1431,61.83845010971956,2.6833476264745304,119.96828621591273,91,0
M-2882,Epsilon Tech,5624,55.44945394909448,0.06804038711913846,121.62160085111536,44,0
M-2883,Alpha Corp,7461,73.01960900171764,0.5531670276746601,104.47500934941236,23,0
M-2884,Gamma Solutions,1819,64.52592477233127,1.7063815973990946,102.79460491262968,190,0
M-2885,Epsilon Tech,1130,88.68603219163002,1.2501439608116616,86.08735512098595,23,0
M-2886,Epsilon Tech,6563,70.34807540499833,0.8598213112972678,117.84828516765405,234,0
M-2887,Alpha Corp,2658,61.97800591964821,1.164624369470233,126.23568066985165,186,0
M-2888,Alpha Corp,3500,58.528404889882886,0.3301932486518602,134.23972519876895,311,0
M-2889,Beta Industries,8566,80.8990495909083,0.8450654100338626,114.57758951870761,333,1
M-2890,Gamma Solutions,2120,64.28816025915813,1.0448384436405562,98.50280340637147,63,0
M-2891,Beta Industries,4020,70.43828799460428,3.4718213679224807,84.54355785065817,103,0
M-2892,Epsilon Tech,3259,79.55802745112481,0.4533514927716202,125.62500099625025,316,0
M-2893,Alpha Corp,1823,65.1574164806917,3.0354824604545145,83.05585149833696,189,0
M-2894,Epsilon Tech,1474,69.5407117125984,1.550254305519639,104.89093883384349,336,1
M-2895,Delta Mfg,2242,69.8343159017748,0.030825831919575372,106.63539758084531,189,0
M-2896,Gamma Solutions,3243,76.83324511516092,1.9344667290226183,108.9581729322347,351,0
M-2897,Delta Mfg,6990,75.90744335510325,0.05429885260503327,110.5370390005376,69,0
M-2898,Alpha Corp,5160,67.79886268745172,8.917516702993197,112.07221334551363,114,0
M-2899,Alpha Corp,3134,70.63649061496518,3.0910673246617293,80.0,104,0
M-2900,Alpha Corp,2070,66.28220988476511,0.5293312186141803,110.2198386480519,108,0
M-2901,Gamma Solutions,359,55.223875930805555,0.4464192902412212,80.0,345,0
M-2902,Beta Industries,1141,72.5760085739813,0.7205442485376582,120.98327109636492,21,0
M-2903,Epsilon Tech,1635,88.92191760833067,0.6604737741042717,101.67312266294581,266,0
M-2904,Epsilon Tech,4000,61.16280859308937,0.6986297769210403,80.0,343,0
M-2905,Epsilon Tech,3361,62.26970290397297,0.5746967943254132,97.78692983921937,209,0
M-2906,Epsilon Tech,6583,61.29272228356258,1.4558566992397188,101.4488699122302,170,0
M-2907,Epsilon Tech,7835,77.24591778723122,0.26916315430210913,127.86049426332507,194,0
M-2908,Beta Industries,6,74.4848545419644,2.806021809484539,112.94956612625367,347,0
M-2909,Delta Mfg,3267,68.41462307583544,2.510184725404154,115.1666741652587,123,0
M-2910,Gamma Solutions,6564,60.81980938361035,0.9707792587511086,127.71832451330901,177,0
M-2911,Delta Mfg,9783,70.92376791639924,2.8732311097151695,108.55783568113266,4,0
M-2912,Delta Mfg,4928,54.353778726641956,0.42582408873830596,121.31281941548605,188,0
M-2913,Epsilon Tech,2606,71.43426566857494,0.02658233855952396,120.25791670897988,346,0
M-2914,Epsilon Tech,5906,78.71524386087934,1.4482526817140793,90.70295759645882,352,0
M-2915,Beta Industries,3273,57.48800863366322,0.9184832185323584,132.09475366444744,29,0
M-2916,Gamma Solutions,7611,54.674817231703365,1.2560964566153814,88.69547329893959,86,0
M-2917,Alpha Corp,913,85.79437891694859,3.444001359876345,123.76049974216772,47,0
M-2918,Delta Mfg,2011,63.88240360495415,5.2561201327350995,87.24390444641551,77,1
M-2919,Alpha Corp,1442,81.35947845943822,1.5095411991109846,119.0185518222751,343,0
M-2920,Gamma Solutions,5546,68.46002334802168,2.1662385778875515,137.9287231722526,191,0
M-2921,Delta Mfg,1829,68.38045183058672,0.13129470363867488,106.80532015174683,31,0
M-2922,Alpha Corp,8767,74.38412699496645,0.2628084554731878,106.1546653572028,307,1
M-2923,Alpha Corp,6468,61.16001143253559,1.9819109620075805,119.15659998975273,169,0
M-2924,Beta Industries,929,71.32497143495645,0.8467759943504338,105.05905316056186,36,0
M-2925,Gamma Solutions,3699,66.18510585175908,0.8857918580985034,137.2741805561423,245,0
M-2926,Gamma Solutions,9655,56.795065565949685,0.5535717927281272,112.88288374188043,351,1
M-2927,Gamma Solutions,1054,73.374820747264,1.4022793600769132,105.19745737668912,188,0
M-2928,Delta Mfg,5744,67.36692193122084,0.3071545439434006,101.89571708156475,15,0
M-2929,Beta Industries,1900,68.42975171555292,1.4789286484235857,96.0057729474047,334,1
M-2930,Epsilon Tech,9649,57.89839056585842,0.2863755311127789,100.58367519863765,216,0
M-2931,Delta Mfg,6980,85.91400367762805,0.09893093913235572,104.73989909512105,158,0
M-2932,Gamma Solutions,7069,78.76714186386116,0.6015173593245712,102.6854138975213,155,0
M-2933,Delta Mfg,9591,79.64155884171979,0.3942702382412083,100.12737088794344,241,0
M-2934,Alpha Corp,3415,66.94555297558318,3.2972246282782622,141.4826184552866,296,0
M-2935,Delta Mfg,442,52.7081711049658,0.08478164630387344,94.54857385265765,45,0
M-2936,Delta Mfg,6218,89.52917382489511,0.29149469864239164,112.19948881469261,175,0
M-2937,Gamma Solutions,4652,69.38902491994132,1.193499623332079,118.88781514641308,346,0
M-2938,Alpha Corp,7939,62.51200203979946,0.9839712994965815,119.45161993375599,56,0
M-2939,Gamma Solutions,7833,74.16801574483114,0.07040475383339884,109.12089386326292,54,0
M-2940,Alpha Corp,9370,81.67120788003298,0.010918282080863833,106.38946142229035,341,0
M-2941,Alpha Corp,7597,69.76949443914533,6.642789822310792,116.7732123685926,265,0
M-2942,Alpha Corp,4458,82.78575167939374,1.6130822542064476,113.99782474967301,239,0
M-2943,Gamma Solutions,6591,80.82999938516869,0.6821550913927376,106.1156174784873,321,0
M-2944,Alpha Corp,9449,59.23618812597942,0.9535412502240654,86.57182142413355,108,0
M-2945,Beta Industries,2309,63.262098943405235,0.46499402141714574,102.98114416500128,198,0
M-2946,Beta Industries,6268,79.57537163279767,0.634391047888368,92.80174754438814,214,0
M-2947,Epsilon Tech,910,42.87387436189562,1.570643626373435,99.9926067490051,246,0
M-2948,Beta Industries,4340,68.50544306835012,3.215961119755303,110.49834857775438,38,0
M-2949,Epsilon Tech,4009,55.69168798375328,0.3052504180883595,115.38104215994925,173,0
M-2950,Beta Industries,6628,65.23446198566475,2.7522651430822913,136.7067912693861,105,0
M-2951,Gamma Solutions,2169,67.01179910970797,0.19440575255364273,101.93890431644279,40,0
M-2952,Epsilon Tech,2172,66.41755622092492,0.36309248248795317,121.61938452912726,130,0
M-2953,Delta Mfg,5668,64.47738747887391,0.05682585997352727,114.58940036656755,181,0
M-2954,Delta Mfg,6313,59.02856350371186,0.22765104194550229,129.43996505959686,194,0
M-2955,Beta Industries,8315,92.91911266818686,3.738860568461452,118.64343079393439,331,1
M-2956,Delta Mfg,8036,88.67462004161351,0.9227209816025679,94.87277859070525,289,0
M-2957,Beta Industries,6789,58.379341797437164,0.121271572797573,84.15430956063153,341,0
M-2958,Beta Industries,785,85.82116751303568,4.818104982268,114.66892549501257,59,0
M-2959,Delta Mfg,6139,66.00534509527147,3.167851744745196,102.07323503149414,351,1
M-2960,Delta Mfg,6344,71.2918747333171,2.107803111170055,95.29529381074104,26,0
M-2961,Alpha Corp,2416,69.36726040103085,4.06521640702653,90.98633443200383,103,0
M-2962,Epsilon Tech,8988,63.40251358746034,0.37294094582077436,112.41463246380734,21,0
M-2963,Beta Industries,4154,79.83852343606146,2.7152147653330867,132.61561548970047,80,0
M-2964,Delta Mfg,5619,71.25886530576658,1.7567318745736622,103.86991481440937,327,0
M-2965,Epsilon Tech,1936,65.23448576780758,3.0575559222384774,118.85405466612983,199,0
M-2966,Delta Mfg,3807,56.95410556199528,2.391170637100004,108.46600474673612,322,0
M-2967,Delta Mfg,7151,61.064049862808794,0.6381077872673163,90.65926866344911,37,1
M-2968,Alpha Corp,9493,53.586198843979034,2.2334779117900037,121.02217015265626,14,0
M-2969,Beta Industries,3236,70.1222354841517,0.45664491350010916,93.57961933958943,221,0
M-2970,Beta Industries,2352,58.033344077156045,0.5975677828826177,110.32439945890347,364,0
M-2971,Gamma Solutions,1932,67.34439487481458,0.17127518071090014,104.87719377492041,166,0
M-2972,Alpha Corp,8556,83.7010185361037,4.1018211175503705,123.39616151848539,173,1
M-2973,Epsilon Tech,4916,81.99299572921586,0.5158567444893853,94.1277351129397,150,0
M-2974,Alpha Corp,5498,69.67723105897382,1.1029002286449907,115.86304861702939,172,0
M-2975,Epsilon Tech,946,69.12915273856851,0.7447255352625939,97.40303888976949,81,0
M-2976,Beta Industries,9569,88.79874549421008,4.825620678153569,102.33342181506822,336,1
M-2977,Gamma Solutions,1439,75.20756120358712,0.6120632734814228,80.0,225,0
M-2978,Gamma Solutions,7730,66.72193540123477,2.261309369434037,141.38147857426864,359,0
M-2979,Beta Industries,4857,55.73981882879548,2.9008435424094503,118.25835399239348,35,0
M-2980,Delta Mfg,340,73.93873218164744,0.8580053568920873,98.48978771092753,358,0
M-2981,Alpha Corp,382,78.29323772582862,0.7126371801378402,93.13016467500509,188,0
M-2982,Gamma Solutions,9748,63.683484754863564,2.0659770790809744,102.56526870680989,224,1
M-2983,Delta Mfg,8491,72.91202755138033,3.660978368787466,120.75319302229177,131,1
M-2984,Epsilon Tech,138,66.3642670508497,2.1093277000934907,81.61872611622611,351,0
M-2985,Gamma Solutions,358,68.15967600800997,0.38645957700556155,107.87623371058493,311,0
M-2986,Epsilon Tech,4931,45.12177942437668,3.2880119019709877,136.5596280869401,9,0
M-2987,Delta Mfg,9714,67.78218596283864,0.7355095200657744,92.99080496048293,69,1
M-2988,Epsilon Tech,3456,79.69369302408055,1.2878445535394119,111.20577558145483,28,0
M-2989,Delta Mfg,1627,63.68597444433442,2.670656281222974,143.04964722886638,234,0
M-2990,Epsilon Tech,9495,70.52526368215317,0.31311183568080747,119.4822744453616,31,0
M-2991,Alpha Corp,6626,62.4404929330808,2.3022621057764194,111.88885730728182,315,0
M-2992,Gamma Solutions,5004,73.60441676292773,1.3601151710380357,117.59954682363504,232,0
M-2993,Gamma Solutions,9326,67.83476802463827,3.357186700536077,103.98701997485446,338,0
M-2994,Delta Mfg,6652,60.60758459317993,0.28305956800500187,129.4944692795516,54,0
M-2995,Epsilon Tech,6416,83.32551467665128,0.8188562078269865,104.01004965649682,175,0
M-2996,Beta Industries,3170,79.28932013532216,2.6832335160111227,80.61227586896034,298,0
M-2997,Gamma Solutions,3835,63.950932360718255,0.029128557602554325,104.1304534408931,279,0
M-2998,Epsilon Tech,8017,74.97788309417777,0.1785154891209293,95.49898205184945,86,0
M-2999,Epsilon Tech,2151,75.3741200282038,6.995027475223921,105.78208981703857,65,0
M-3000,Alpha Corp,9429,76.42301235011176,0.4935775307294641,106.11373911379054,89,0
M-3001,Beta Industries,6905,53.05744104004922,5.5662700897530595,127.96134799707362,54,0
M-3002,Gamma Solutions,2834,80.06606541032627,0.3023144571923082,120.42939089996578,118,0
M-3003,Alpha Corp,9190,64.30301037074268,0.6719979504920524,113.94898231363095,361,0
M-3004,Beta Industries,2567,66.42172066558733,2.096757775848657,109.95581883001107,229,0
M-3005,Gamma Solutions,1307,96.378817522602,1.6084452295271512,94.11712986713009,267,0
M-3006,Alpha Corp,8848,73.01873380721011,1.3052647885083017,80.0,319,1
M-3007,Beta Industries,2660,66.13677524552824,1.132212131580376,111.69740017089175,22,0
M-3008,Gamma Solutions,3730,47.94705627244094,2.7814781845955197,121.91961805360488,247,0
M-3009,Beta Industries,6207,83.89764133946356,0.40171831393454804,108.37499175133117,314,0
M-3010,Epsilon Tech,3162,56.547903291913975,0.8763609421755291,101.97718515819949,20,1
M-3011,Delta Mfg,1140,59.96561096500496,0.2534310778740205,116.96753247821319,184,0
M-3012,Delta Mfg,8458,66.6864770091215,1.359293769669741,108.75001699063479,349,1
M-3013,Epsilon Tech,1708,84.16411791700293,0.43261235260871433,135.2861628796094,50,0
M-3014,Beta Industries,3630,77.73239986665759,0.6093427438943921,128.49092513102426,90,0
M-3015,Epsilon Tech,3211,68.4216249015974,0.9558613559083996,124.39262085534995,104,0
M-3016,Delta Mfg,6538,73.08292063638821,0.04070316633176874,121.36601171314855,194,0
M-3017,Delta Mfg,9702,63.99614307128894,0.14466382531001915,90.64748878322816,74,1
M-3018,Beta Industries,475,71.39653689565351,1.7372053600770514,119.94490553078899,269,0
M-3019,Delta Mfg,7684,70.73336744778136,0.8404702463007072,115.64488936469863,15,0
M-3020,Epsilon Tech,9168,79.68769895681353,3.001391693253656,119.09637092586745,329,0
M-3021,Beta Industries,1207,79.67178122438949,1.7795530234694077,117.38914230219578,283,0
M-3022,Epsilon Tech,1960,74.93977382205645,0.012200898851387055,116.79143881772099,198,0
M-3023,Beta Industries,557,66.37652442453897,1.4384542156936484,150.0,344,0
M-3024,Delta Mfg,882,77.41822294390127,0.147618508792142,108.85721495072121,195,0
M-3025,Gamma Solutions,4761,69.08031533796954,2.2775677208878315,124.04506071243995,36,0
M-3026,Beta Industries,5867,59.18085631286867,7.15289104222355,102.93515284603995,205,1
M-3027,Beta Industries,6963,65.96712208089062,1.1363647030683213,121.85962375831508,308,0
M-3028,Gamma Solutions,7166,70.84526983784325,1.7222372458901403,124.08979835348683,139,0
M-3029,Delta Mfg,7929,79.10215783664745,0.40636361516936714,115.46639115703022,264,0
M-3030,Epsilon Tech,5347,68.16471827842847,0.8633068900142253,135.0387041356475,57,0
M-3031,Alpha Corp,7269,57.90801288760394,2.9079063420955658,96.73585945459374,110,0
